,序号,股票代码,股票简称,相关,最新价,涨跌幅(%),PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业
1,2302,300841,康华生物,详细  数据  股吧,122.48,-1.02,12.75,13.29,3.93,0.10,8.34,134.37,生物制品
2,2303,300842,帝科股份,详细  数据  股吧,39.99,3.44,49.07,42.57,4.2,3.43,1.4,18.10,光伏设备
3,2304,300843,胜蓝股份,详细  数据  股吧,19.73,-1.89,31.23,28.3,3.05,8.25,2.25,40.73,消费电子
4,2305,300844,山水比德,详细  数据  股吧,47.65,-1.1,-,37.12,2.13,5.98,3.52,-21.01,工程咨询服务
5,2306,300845,捷安高科,详细  数据  股吧,15.23,-0.52,44.53,39.44,1.9,-,5.18,210.15,软件开发
6,2307,300846,首都在线,详细  数据  股吧,12.44,-0.16,1598.02,265.44,4.35,-,4.69,30.36,互联网服务
7,2308,300847,中船汉光,详细  数据  股吧,11.48,-1.2,28.70,30.99,2.84,1.28,3.26,27.54,消费电子
8,2309,300848,美瑞新材,详细  数据  股吧,17.3,0.23,29.01,29.04,3.8,1.73,2.44,43.53,化学制品
9,2310,300849,锦盛新材,详细  数据  股吧,10.25,-7.49,331.99,145.23,2.24,-,5.2,30.79,美容护理
10,2311,300850,新强联,详细  数据  股吧,132.88,4.53,47.81,50.11,7.29,2.49,10.07,1743.46,风电设备
11,2312,300851,交大思诺,详细  数据  股吧,21.24,-0.84,25.84,19.05,1.51,-,5.39,75.10,交运设备
12,2313,300852,四会富仕,详细  数据  股吧,32.02,-0.81,17.95,17.71,3.04,0.32,2.95,18.20,电子元件
13,2314,300853,申昊科技,详细  数据  股吧,28.02,0.14,24.97,22.86,3.15,1.38,5.56,-38.64,通用设备
14,2315,300854,中兰环保,详细  数据  股吧,19.28,-2.23,22.77,18.77,2.03,10.33,2.85,-20.18,环保行业
15,2316,300855,图南股份,详细  数据  股吧,55.22,3.45,59.50,60.9,8.66,0.81,14.52,56.59,有色金属
16,2317,300856,科思股份,详细  数据  股吧,52.83,1.6,41.72,44.88,3.62,-,4.79,93.21,美容护理
17,2318,300857,协创数据,详细  数据  股吧,19.1,0.95,30.70,31.24,2.97,1.17,1.33,91.27,消费电子
18,2319,300858,科拓生物,详细  数据  股吧,22.55,-1.18,30.06,30.58,3.38,2.23,9.05,26.22,食品饮料
19,2320,300859,*ST西域,详细  数据  股吧,20.66,0.73,163.48,118.82,5.17,1.50,22.14,56.54,旅游酒店
20,2321,300860,锋尚文化,详细  数据  股吧,42.78,-0.51,38.45,63.71,1.79,-,11.75,85.02,文化传媒
21,2322,300861,美畅股份,详细  数据  股吧,81.29,2.25,37.94,42.61,7.56,0.48,15.12,64.92,非金属材料
22,2323,300862,蓝盾光电,详细  数据  股吧,25.12,-0.12,19.61,20.68,1.68,0.79,3.73,-1.09万,仪器仪表
23,2324,300863,卡倍亿,详细  数据  股吧,71.49,3.41,38.63,45.73,5.85,0.66,1.62,-11.21,汽车零部件
24,2325,300864,南大环境,详细  数据  股吧,35.0,-1.88,29.60,34.33,2.77,-,5.57,43.27,环保行业
25,2326,300865,大宏立,详细  数据  股吧,22.31,-2.02,91.25,68.86,2.36,-,2.96,-32.84,专用设备
26,2327,300866,安克创新,详细  数据  股吧,60.8,0.2,25.32,25.17,3.95,1.70,1.9,53.94,消费电子
27,2328,300867,圣元环保,详细  数据  股吧,20.63,-0.58,13.29,11.89,1.7,0.25,2.22,12.30,环保行业
28,2329,300868,杰美特,详细  数据  股吧,16.64,-1.71,604.97,80.62,1.24,-,2.87,-86.25,电子元件
29,2330,300869,康泰医学,详细  数据  股吧,27.06,-1.31,34.98,30.86,5.74,-,13.07,287.91,医疗器械
30,2331,300870,欧陆通,详细  数据  股吧,38.8,-0.46,82.78,35.51,2.51,-,1.47,344.21,电源设备
31,2332,300871,回盛生物,详细  数据  股吧,19.38,5.33,45.05,24.22,2.27,-,3.62,20.14,农药兽药
32,2333,300872,天阳科技,详细  数据  股吧,22.89,-0.95,54.79,51.95,2.16,-,2.81,-21.26,互联网服务
33,2334,300873,海晨股份,详细  数据  股吧,24.02,-1.07,15.19,16.57,2.47,0.25,3.37,12.96,物流行业
34,2335,300875,捷强装备,详细  数据  股吧,46.35,-1.76,180.29,114.84,2.62,-,17.25,-122.16,专用设备
35,2336,300876,蒙泰高新,详细  数据  股吧,22.71,-0.13,38.16,31.51,2.65,-,5.42,33.31,化纤行业
36,2337,300877,金春股份,详细  数据  股吧,15.95,-2.45,64.64,21.61,1.19,-,2.27,-49.43,纺织服装
37,2338,300878,维康药业,详细  数据  股吧,42.72,-2.42,34.66,35.61,2.42,-,5.02,-112.69,中药
38,2339,300879,大叶股份,详细  数据  股吧,22.3,0.81,47.14,64.26,3.5,-,1.91,-50.74,专用设备
39,2340,300880,迦南智能,详细  数据  股吧,16.34,0.18,24.49,24.65,3.51,0.68,3.69,18.39,电网设备
40,2341,300881,盛德鑫泰,详细  数据  股吧,22.32,-0.49,41.54,42.64,2.82,81.83,1.89,-5.13,钢铁行业
41,2342,300882,万胜智能,详细  数据  股吧,12.81,0.23,40.64,40.18,3.12,-,4.5,30.48,电网设备
42,2343,300883,龙利得,详细  数据  股吧,7.1,-2.2,48.89,47.78,1.72,-,3.24,35.77,造纸印刷
43,2344,300884,狄耐克,详细  数据  股吧,13.82,-1.5,26.67,24.03,1.91,-,2.63,-173.18,计算机设备
44,2345,300885,海昌新材,详细  数据  股吧,10.05,-2.62,30.72,29.87,3.34,0.95,7.71,36.43,通用设备
45,2346,300886,华业香料,详细  数据  股吧,29.15,3.15,118.53,123.82,4.1,-,8.68,90.73,美容护理
46,2347,300887,谱尼测试,详细  数据  股吧,66.11,0.09,39.28,47.85,3.23,1.06,4.73,112.95,专业服务
47,2348,300888,稳健医疗,详细  数据  股吧,58.6,2.66,22.40,20.17,2.31,-,3.09,23.12,美容护理
48,2349,300889,爱克股份,详细  数据  股吧,13.12,-1.06,60.53,53.85,1.32,-,1.81,18.85,光学光电子
49,2350,300890,翔丰华,详细  数据  股吧,41.48,0.24,35.63,41.55,3.46,0.19,2.93,-468.07,电池
0,2351,300891,惠云钛业,详细  数据  股吧,10.89,-2.77,24.01,22.11,3.26,0.20,2.65,43.95,化学原料
1,2352,300892,品渥食品,详细  数据  股吧,26.21,-1.65,35.98,27.45,2.25,-,1.6,-39.88,食品饮料
2,2353,300893,松原股份,详细  数据  股吧,23.42,1.87,32.34,31.57,4.4,1.28,4.37,33.12,汽车零部件
3,2354,300894,火星人,详细  数据  股吧,30.0,-7.35,31.03,32.34,7.9,0.89,5.02,22.55,家电行业
4,2355,300895,铜牛信息,详细  数据  股吧,29.34,2.34,65.02,65.22,2.91,-,9.38,1346.08,互联网服务
5,2356,300896,爱美客,详细  数据  股吧,486.99,1.2,98.74,110.01,19.86,0.75,65.07,102.47,美容护理
6,2357,300897,山科智能,详细  数据  股吧,28.28,0.18,20.62,21.42,2.12,0.67,3.75,86.54,仪器仪表
7,2358,300898,熊猫乳品,详细  数据  股吧,19.41,-1.87,32.54,31.36,2.89,-,2.84,34.03,食品饮料
8,2359,300899,上海凯鑫,详细  数据  股吧,21.3,-0.7,27.70,28.27,2.08,2.30,6.28,37.93,环保行业
9,2360,300900,广联航空,详细  数据  股吧,23.19,-1.65,86.00,127.79,3.16,-,15.02,-292.22,航天航空
10,2361,300901,中胤时尚,详细  数据  股吧,9.4,-1.16,36.20,31.79,2.2,-,3.86,-29.18,纺织服装
11,2362,300902,国安达,详细  数据  股吧,37.29,1.69,154.39,180.47,5.78,-,17.13,45.6,专用设备
12,2363,300903,科翔股份,详细  数据  股吧,24.0,5.17,71.48,75.79,4.4,-,2.2,-64.55,电子元件
13,2364,300905,宝丽迪,详细  数据  股吧,16.91,0.0,25.56,23.58,1.87,-,3.1,18.18,塑料制品
14,2365,300906,日月明,详细  数据  股吧,23.97,-0.37,44.85,47.14,2.32,-,15.12,74.88,交运设备
15,2366,300907,康平科技,详细  数据  股吧,21.2,-8.23,176.39,112.40,2.84,-,1.78,-59.92,电机
16,2367,300908,仲景食品,详细  数据  股吧,33.5,-0.92,35.29,28.25,2.17,-,4.2,61.99,食品饮料
17,2368,300909,汇创达,详细  数据  股吧,37.78,-0.53,25.53,25.58,2.92,0.38,4.43,41.71,光学光电子
18,2369,300910,瑞丰新材,详细  数据  股吧,44.57,1.25,34.51,33.25,2.99,3.27,5.43,153.28,化学制品
19,2370,300911,亿田智能,详细  数据  股吧,60.96,-1.57,29.33,31.44,5.32,0.62,4.97,40.66,家电行业
20,2371,300912,凯龙高科,详细  数据  股吧,16.0,-0.25,-,-,1.67,-,2.24,-54.22,汽车零部件
21,2372,300913,兆龙互连,详细  数据  股吧,22.53,-1.4,30.79,31.27,3.15,1.36,1.8,37.13,通信设备
22,2373,300915,海融科技,详细  数据  股吧,38.46,-1.38,26.99,30.79,2.42,1.08,4.3,35.45,食品饮料
23,2374,300916,朗特智能,详细  数据  股吧,39.64,-0.25,19.80,17.96,2.58,0.32,2.66,18.77,消费电子
24,2375,300917,特发服务,详细  数据  股吧,37.2,-5.58,41.49,43.04,5.42,3.14,2.75,17.42,房地产服务
25,2376,300918,南山智尚,详细  数据  股吧,8.28,-2.24,19.03,19.56,1.76,0.18,1.97,10.73,纺织服装
26,2377,300919,中伟股份,详细  数据  股吧,104.32,3.97,64.33,67.29,6.26,0.50,2.78,-15.87,电池
27,2378,300920,润阳科技,详细  数据  股吧,21.35,-0.97,26.38,23.70,1.79,-,4.16,31.1,塑料制品
28,2379,300921,南凌科技,详细  数据  股吧,18.68,-0.69,41.43,39.16,2.97,-,4.26,53.07,通信服务
29,2380,300922,天秦装备,详细  数据  股吧,24.3,-1.02,36.32,33.74,3.07,1.39,11.81,29.1,塑料制品
30,2381,300923,研奥股份,详细  数据  股吧,22.3,-1.11,23.98,23.27,1.54,0.70,4.06,25.95,交运设备
31,2382,300925,法本信息,详细  数据  股吧,19.16,-0.93,30.01,31.18,3.3,2.67,1.28,-21.51,软件开发
32,2383,300926,博俊科技,详细  数据  股吧,21.41,0.05,33.38,36.13,3.15,1.25,3.38,-57.8,汽车零部件
33,2384,300927,江天化学,详细  数据  股吧,32.1,-2.52,33.01,33.95,4.15,0.77,3.52,45.42,化学原料
34,2385,300928,华安鑫创,详细  数据  股吧,43.6,-0.73,62.65,63.92,2.76,-,4.59,34.6,汽车零部件
35,2386,300929,华骐环保,详细  数据  股吧,13.63,-1.23,22.97,24.56,2.18,21.57,2.99,98.92,环保行业
36,2387,300930,屹通新材,详细  数据  股吧,22.55,-0.04,21.53,23.44,3.02,0.39,4.44,26.69,有色金属
37,2388,300931,通用电梯,详细  数据  股吧,7.71,0.13,74.04,39.08,2.37,-,3.88,-6.6,专用设备
38,2389,300932,三友联众,详细  数据  股吧,21.78,-1.04,25.41,23.34,1.64,-,1.53,23.89,电网设备
39,2390,300933,中辰股份,详细  数据  股吧,7.47,0.13,39.79,41.92,2.49,-,1.33,428.21,电网设备
40,2391,300935,盈建科,详细  数据  股吧,41.84,-0.97,42.83,39.38,2.39,2.21,9.76,317.58,软件开发
41,2392,300936,中英科技,详细  数据  股吧,29.45,-4.32,44.35,42.81,2.48,-,10.47,26.51,电子元件
42,2393,300937,药易购,详细  数据  股吧,28.7,-2.55,189.91,429.00,3.51,-,0.79,-25.99,医药商业
43,2394,300938,信测标准,详细  数据  股吧,47.07,-2.91,34.73,39.25,3.02,1.00,7.26,26.87,专业服务
44,2395,300939,秋田微,详细  数据  股吧,46.16,2.69,29.49,33.67,3.08,0.88,3.21,21.42,光学光电子
45,2396,300940,南极光,详细  数据  股吧,25.41,-2.38,104.98,114.53,5.51,-,5.73,51.73,光学光电子
46,2397,300941,创识科技,详细  数据  股吧,29.18,-1.35,37.40,37.57,3.33,-,9.91,29.38,互联网服务
47,2398,300942,易瑞生物,详细  数据  股吧,22.36,-0.62,34.08,37.90,8.36,0.12,12.04,84.5,化学制药
48,2399,300943,春晖智控,详细  数据  股吧,21.57,1.55,42.50,40.60,3.42,-,5.5,44.1,通用设备
49,2400,300945,曼卡龙,详细  数据  股吧,15.45,2.86,46.70,44.84,4.01,4.44,2.57,78.04,珠宝首饰
0,2401,300946,恒而达,详细  数据  股吧,35.46,1.58,42.73,39.51,4.17,2.65,8.85,70.07,通用设备
1,2402,300947,德必集团,详细  数据  股吧,34.27,0.38,25.37,26.57,2.16,4.53,2.91,4.68,文化传媒
2,2403,300948,冠中生态,详细  数据  股吧,16.09,-1.11,30.90,28.83,2.82,1.04,5.73,-24.41,环保行业
3,2404,300949,奥雅设计,详细  数据  股吧,42.92,-4.09,94.43,34.14,2.22,-,4.45,-41.01,工程咨询服务
4,2405,300950,德固特,详细  数据  股吧,22.76,-1.22,57.35,53.05,3.93,-,7.43,161.57,专用设备
5,2406,300951,博硕科技,详细  数据  股吧,67.22,0.78,21.64,22.72,2.73,0.52,5.98,19.52,消费电子
6,2407,300952,恒辉安防,详细  数据  股吧,18.0,-3.64,30.47,28.18,2.78,-,2.81,22.24,纺织服装
7,2408,300953,震裕科技,详细  数据  股吧,102.7,-0.28,51.70,56.16,6.19,1.78,2.53,-23.96,通用设备
8,2409,300955,嘉亨家化,详细  数据  股吧,22.41,-2.52,24.26,23.25,2.32,5.66,1.94,24.36,美容护理
9,2410,300956,英力股份,详细  数据  股吧,16.85,0.42,37.49,35.01,2.02,-,1.27,-41.44,消费电子
10,2411,300957,贝泰妮,详细  数据  股吧,184.2,-0.09,83.87,90.42,15.92,1.13,18.05,83.47,美容护理
11,2412,300958,建工修复,详细  数据  股吧,21.4,-0.28,34.64,34.32,2.87,5.05,2.82,57.15,环保行业
12,2413,300959,线上线下,详细  数据  股吧,31.56,-0.94,31.11,29.74,2.19,17.69,1.93,-22.24,通信服务
13,2414,300960,通业科技,详细  数据  股吧,17.85,0.06,60.92,40.28,2.92,-,6.51,-82.5,交运设备
14,2415,300961,深水海纳,详细  数据  股吧,12.79,-1.69,55.08,58.09,2.16,-,3.88,-12.28,环保行业
15,2416,300962,中金辐照,详细  数据  股吧,13.97,-0.57,39.78,42.33,4.22,1.06,11.55,20.08,专业服务
16,2417,300963,中洲特材,详细  数据  股吧,17.85,-0.5,40.52,46.46,2.44,-,3.06,-42.59,有色金属
17,2418,300964,本川智能,详细  数据  股吧,28.68,-0.1,44.21,41.13,2.2,-,3.74,24.0,电子元件
18,2419,300965,恒宇信通,详细  数据  股吧,45.01,-1.29,56.25,39.79,1.99,-,14.92,97.15,航天航空
19,2420,300966,共同药业,详细  数据  股吧,31.05,-2.36,47.04,45.7,4.36,0.97,6.28,474.98,化学制药
20,2421,300967,晓鸣股份,详细  数据  股吧,17.19,-2.44,41.83,39.95,3.89,0.63,4.33,19.57,农牧饲渔
21,2422,300968,格林精密,详细  数据  股吧,8.27,-2.13,50.42,38.35,1.8,-,2.37,-149.19,消费电子
22,2423,300969,恒帅股份,详细  数据  股吧,61.11,0.43,41.26,42.29,5.98,0.55,7.98,46.59,汽车零部件
23,2424,300970,华绿生物,详细  数据  股吧,19.8,-2.41,201.97,149.03,1.59,-,3.79,18.11,农牧饲渔
24,2425,300971,博亚精工,详细  数据  股吧,22.67,-0.66,24.36,22.2,2.09,12.68,5.15,14.67,通用设备
25,2426,300972,万辰生物,详细  数据  股吧,14.0,-3.38,84.59,88.51,3.17,-,4.9,26.62,农牧饲渔
26,2427,300973,立高食品,详细  数据  股吧,70.01,1.11,47.43,41.88,5.8,2.07,4.13,40.97,食品饮料
27,2428,300975,商络电子,详细  数据  股吧,12.29,-0.73,20.63,21.85,3.25,0.33,0.91,-8.44,贸易行业
28,2429,300976,达瑞电子,详细  数据  股吧,46.1,-0.37,22.86,19.5,1.4,6.27,3.69,27.84,消费电子
29,2430,300977,深圳瑞捷,详细  数据  股吧,34.41,-2.05,24.24,19.75,1.7,-,3.11,154.16,工程咨询服务
30,2431,300978,东箭科技,详细  数据  股吧,12.21,3.39,65.35,44.55,3.37,-,3.04,87.11,汽车零部件
31,2432,300979,华利集团,详细  数据  股吧,76.52,2.44,31.45,32.26,7.72,0.61,4.99,37.62,纺织服装
32,2433,300980,祥源新材,详细  数据  股吧,27.13,-2.66,27.08,22.23,2.1,1.71,4.32,28.62,塑料制品
33,2434,300981,中红医疗,详细  数据  股吧,47.4,-1.25,7.89,3.37,1.19,-,2.46,5.66,医疗器械
34,2435,300982,苏文电能,详细  数据  股吧,41.99,-0.1,20.75,19.56,3.93,0.75,3.05,-25.23,工程建设
35,2436,300983,尤安设计,详细  数据  股吧,58.33,-1.3,19.34,15.35,1.48,5.09,5.2,33.01,工程咨询服务
36,2437,300984,金沃股份,详细  数据  股吧,25.75,1.42,34.03,31.45,3.06,4.19,2.03,-17.07,通用设备
37,2438,300985,致远新能,详细  数据  股吧,27.62,2.83,-,190.63,2.95,14.66,14.03,25.13,通用设备
38,2439,300986,志特新材,详细  数据  股吧,34.05,2.04,27.48,24.24,3.22,-,2.62,30.73,有色金属
39,2440,300987,川网传媒,详细  数据  股吧,19.7,-1.65,32.68,31.8,3.25,0.63,13.75,127.3,文化传媒
40,2441,300988,津荣天宇,详细  数据  股吧,41.29,2.76,40.10,41.67,3.42,2.37,2.19,148.87,通用设备
41,2442,300989,蕾奥规划,详细  数据  股吧,46.6,-2.9,27.44,27.2,2.79,2.96,5.33,59.07,工程咨询服务
42,2443,300990,同飞股份,详细  数据  股吧,75.28,1.28,34.90,32.64,2.49,-,4.63,802.2,通用设备
43,2444,300991,创益通,详细  数据  股吧,21.9,-2.1,35.29,27.37,2.99,-,4.17,32.73,电子元件
44,2445,300992,泰福泵业,详细  数据  股吧,20.6,-1.67,32.22,30.6,2.71,-,3.27,40.05,通用设备
45,2446,300993,玉马遮阳,详细  数据  股吧,22.24,-1.55,21.47,20.87,2.51,0.73,5.52,20.02,装修装饰
46,2447,300994,久祺股份,详细  数据  股吧,29.92,0.71,27.11,28.32,5.19,0.89,1.56,36.17,交运设备
47,2448,300995,奇德新材,详细  数据  股吧,19.5,-1.27,53.61,50.76,2.53,-,5.1,25.64,塑料制品
48,2449,300996,普联软件,详细  数据  股吧,21.9,-0.41,24.96,22.28,3.36,0.29,5.19,26.7,软件开发
49,2450,300997,欢乐家,详细  数据  股吧,11.87,-1.08,28.37,29.06,4.18,10.26,3.58,53.67,食品饮料
0,2451,300998,宁波方正,详细  数据  股吧,29.41,3.05,126.28,120.66,5.6,-,4.77,-328.85,汽车零部件
1,2452,300999,金龙鱼,详细  数据  股吧,43.88,-0.32,88.91,57.58,2.74,-,1.03,251.77,食品饮料
2,2453,301000,肇民科技,详细  数据  股吧,51.76,-1.16,23.91,23.74,2.44,2.16,4.81,28.1,塑料制品
3,2454,301001,凯淳股份,详细  数据  股吧,32.15,-15.17,103.98,53.14,3.12,-,3.21,386.4,互联网服务
4,2455,301002,崧盛股份,详细  数据  股吧,29.59,-0.44,22.97,21.66,3.66,0.84,2.67,57.84,电网设备
5,2456,301003,江苏博云,详细  数据  股吧,30.72,-2.13,21.2,22.54,2.91,0.96,4.23,20.44,塑料制品
6,2457,301004,嘉益股份,详细  数据  股吧,21.82,-1.36,21.13,26.55,3.42,0.83,3.16,33.22,家用轻工
7,2458,301005,超捷股份,详细  数据  股吧,39.16,-0.61,30.71,29.49,2.83,-,5.53,37.51,汽车零部件
8,2459,301006,迈拓股份,详细  数据  股吧,17.75,-0.56,16.66,17.64,2.23,-,5.89,25.84,仪器仪表
9,2460,301007,德迈仕,详细  数据  股吧,15.46,2.79,54.72,47.98,3.94,-,4.5,73.75,汽车零部件
10,2461,301008,宏昌科技,详细  数据  股吧,30.46,-0.07,34.76,29.84,2.1,-,2.6,45.32,家电行业
11,2462,301009,可靠股份,详细  数据  股吧,12.86,-1.98,2402.45,87.96,2.47,-,2.97,48.87,美容护理
12,2463,301010,晶雪节能,详细  数据  股吧,28.52,0.46,46.59,45.9,3.91,3.78,3.35,-48.54,装修建材
13,2464,301011,华立科技,详细  数据  股吧,30.37,-1.81,59.88,50.18,3.64,5.69,3.98,114.24,专用设备
14,2465,301012,扬电科技,详细  数据  股吧,46.35,-1.17,57.94,75.52,6.61,11.13,6.32,-38.4,电网设备
15,2466,301013,利和兴,详细  数据  股吧,22.47,-2.05,83.1,73.0,3.8,-,8.03,-81.09,专用设备
16,2467,301015,百洋医药,详细  数据  股吧,21.84,-0.27,26.97,27.12,5.11,0.49,1.57,63.09,医药商业
17,2468,301016,雷尔伟,详细  数据  股吧,17.75,-1.39,19.49,16.79,2.32,1.93,4.44,13.76,交运设备
18,2469,301017,漱玉平民,详细  数据  股吧,18.44,-2.69,58.94,65.04,3.85,-,1.31,35.45,医药商业
19,2470,301018,申菱环境,详细  数据  股吧,23.53,6.95,32.7,40.25,3.82,2.86,2.77,75.06,专用设备
20,2471,301019,宁波色母,详细  数据  股吧,33.42,-0.39,24.05,24.56,2.65,6.09,5.46,24.32,塑料制品
21,2472,301020,密封科技,详细  数据  股吧,20.1,0.8,35.56,31.76,3.45,-,6.41,30.58,汽车零部件
22,2473,301021,英诺激光,详细  数据  股吧,24.73,0.32,55.36,50.06,3.8,5.32,9.73,55.79,电子元件
23,2474,301022,海泰科,详细  数据  股吧,34.3,3.25,35.05,36.39,2.51,-,3.82,135.79,汽车零部件
24,2475,301023,江南奕帆,详细  数据  股吧,60.08,0.17,31.09,34.23,2.71,-,10.86,29.5,电机
25,2476,301024,霍普股份,详细  数据  股吧,41.6,-2.28,93.78,37.61,2.17,-,5.45,-54.07,工程建设
26,2477,301025,读客文化,详细  数据  股吧,12.2,-0.57,71.39,72.56,7.73,2.22,9.22,100.2,文化传媒
27,2478,301026,浩通科技,详细  数据  股吧,36.69,0.74,18.75,16.88,3.14,0.19,1.53,-82.88,小金属
28,2479,301027,华蓝集团,详细  数据  股吧,31.06,0.03,37.96,35.8,4.88,7.62,4.27,55.7,工程咨询服务
29,2480,301028,东亚机械,详细  数据  股吧,9.93,-0.8,20.75,20.81,3.29,0.91,4.24,23.2,通用设备
30,2481,301029,怡合达,详细  数据  股吧,71.68,0.11,65.17,71.57,12.13,1.34,14.55,168.96,通用设备
31,2482,301030,仕净科技,详细  数据  股吧,22.83,-0.57,48.91,52.31,2.93,-,3.11,-9.54,环保行业
32,2483,301031,中熔电气,详细  数据  股吧,114.04,-0.24,78.9,93.92,9.99,1.56,16.44,406.24,电网设备
33,2484,301032,新柴股份,详细  数据  股吧,8.89,-1.98,29.9,26.93,1.98,-,0.9,-10.58,通用设备
34,2485,301033,迈普医学,详细  数据  股吧,35.79,-0.8,56.97,52.85,4.08,2.78,14.91,40.61,医疗服务
35,2486,301035,润丰股份,详细  数据  股吧,74.2,-3.41,18.78,25.62,3.88,0.13,1.85,21.51,农药兽药
36,2487,301036,双乐股份,详细  数据  股吧,21.96,-1.44,28.35,23.05,1.36,-,1.71,-14.79,化学制品
37,2488,301037,保立佳,详细  数据  股吧,20.21,-0.39,34.02,36.52,2.17,-,0.57,-9.08,化学制品
38,2489,301038,深水规院,详细  数据  股吧,25.77,-3.27,61.41,32.05,3.81,3.49,4.17,16.62,工程建设
39,2490,301039,中集车辆,详细  数据  股吧,11.14,20.04,27.33,24.95,1.96,-,0.87,-72.19,汽车整车
40,2491,301040,中环海陆,详细  数据  股吧,23.98,0.0,40.32,33.13,2.44,-,2.33,21.98,工程机械
41,2492,301041,金百泽,详细  数据  股吧,18.49,-0.27,56.01,38.37,3.24,-,2.84,29.04,电子元件
42,2493,301042,安联锐视,详细  数据  股吧,32.47,-0.09,30.54,30.93,1.98,-,2.52,39.3,计算机设备
43,2494,301043,绿岛风,详细  数据  股吧,27.37,-1.83,39.04,35.25,2.5,-,3.34,68.73,专用设备
44,2495,301045,天禄科技,详细  数据  股吧,21.33,0.05,25.66,23.83,2.59,-,2.47,24.93,光学光电子
45,2496,301046,能辉科技,详细  数据  股吧,30.61,1.49,44.98,44.09,5.71,3.45,7.37,103.21,光伏设备
